Measure,RowIndex,X,Y,Height,Width,Image
30,2,358,336,117,125,Schubert_D911-04_001.png
31,2,484,336,117,115,Schubert_D911-04_001.png
32,3,58,481,110,161,Schubert_D911-04_001.png
33,3,221,481,110,118,Schubert_D911-04_001.png
34,3,340,481,110,129,Schubert_D911-04_001.png
35,3,470,481,110,128,Schubert_D911-04_001.png
36,4,58,621,115,166,Schubert_D911-04_001.png
37,4,226,621,115,125,Schubert_D911-04_001.png
38,4,352,621,115,127,Schubert_D911-04_001.png
39,4,480,621,115,119,Schubert_D911-04_001.png
40,5,59,761,114,178,Schubert_D911-04_001.png
41,5,238,761,114,119,Schubert_D911-04_001.png
42,5,358,761,114,120,Schubert_D911-04_001.png
43,5,479,761,114,120,Schubert_D911-04_001.png
44,0,54,63,131,162,Schubert_D911-04_002.png
45,0,218,63,131,123,Schubert_D911-04_002.png
46,0,342,63,131,125,Schubert_D911-04_002.png
47,0,468,63,131,127,Schubert_D911-04_002.png
48,1,55,231,127,164,Schubert_D911-04_002.png
49,1,221,231,127,130,Schubert_D911-04_002.png
50,1,352,231,127,131,Schubert_D911-04_002.png
51,1,484,231,127,112,Schubert_D911-04_002.png
52,2,58,398,131,160,Schubert_D911-04_002.png
53,2,219,398,131,119,Schubert_D911-04_002.png
54,2,339,398,131,141,Schubert_D911-04_002.png
55,2,481,398,131,116,Schubert_D911-04_002.png
56,3,58,569,125,170,Schubert_D911-04_002.png
57,3,230,569,125,129,Schubert_D911-04_002.png
58,3,360,569,125,135,Schubert_D911-04_002.png
59,3,496,569,125,103,Schubert_D911-04_002.png
60,4,60,732,129,163,Schubert_D911-04_002.png
61,4,224,732,129,133,Schubert_D911-04_002.png
62,4,358,732,129,124,Schubert_D911-04_002.png
63,4,483,732,129,117,Schubert_D911-04_002.png
64,0,54,55,109,213,Schubert_D911-04_003.png
65,0,268,55,109,163,Schubert_D911-04_003.png
66,0,431,55,109,163,Schubert_D911-04_003.png
67,1,53,192,110,205,Schubert_D911-04_003.png
68,1,259,192,110,161,Schubert_D911-04_003.png
69,1,421,192,110,173,Schubert_D911-04_003.png
70,2,52,336,107,206,Schubert_D911-04_003.png
71,2,260,336,107,169,Schubert_D911-04_003.png
72,2,430,336,107,164,Schubert_D911-04_003.png
73,3,51,478,116,164,Schubert_D911-04_003.png
74,3,216,478,116,123,Schubert_D911-04_003.png
75,3,341,478,116,127,Schubert_D911-04_003.png
76,3,470,478,116,123,Schubert_D911-04_003.png
77,4,51,622,108,164,Schubert_D911-04_003.png
78,4,217,622,108,122,Schubert_D911-04_003.png
79,4,340,622,108,129,Schubert_D911-04_003.png
80,4,470,622,108,123,Schubert_D911-04_003.png
81,5,51,757,122,180,Schubert_D911-04_003.png
82,5,233,758,121,121,Schubert_D911-04_003.png
83,5,355,758,121,116,Schubert_D911-04_003.png
84,5,472,758,121,120,Schubert_D911-04_003.png
85,0,58,55,119,172,Schubert_D911-04_004.png
86,0,232,55,119,122,Schubert_D911-04_004.png
87,0,355,55,119,126,Schubert_D911-04_004.png
88,0,482,55,119,118,Schubert_D911-04_004.png
89,1,60,209,113,162,Schubert_D911-04_004.png
90,1,224,209,113,118,Schubert_D911-04_004.png
91,1,343,209,113,131,Schubert_D911-04_004.png
92,1,475,209,113,126,Schubert_D911-04_004.png
93,2,62,354,114,167,Schubert_D911-04_004.png
94,2,230,354,114,128,Schubert_D911-04_004.png
95,2,359,354,114,129,Schubert_D911-04_004.png
96,2,489,354,114,113,Schubert_D911-04_004.png
97,3,62,498,117,172,Schubert_D911-04_004.png
98,3,236,498,117,120,Schubert_D911-04_004.png
99,3,357,498,117,123,Schubert_D911-04_004.png
100,3,481,498,117,121,Schubert_D911-04_004.png
101,4,63,654,124,172,Schubert_D911-04_004.png
102,4,237,654,124,129,Schubert_D911-04_004.png
103,4,367,654,124,114,Schubert_D911-04_004.png
104,4,482,654,124,120,Schubert_D911-04_004.png
105,5,64,811,64,153,Schubert_D911-04_004.png
106,5,219,811,64,115,Schubert_D911-04_004.png
107,5,335,811,64,114,Schubert_D911-04_004.png
108,5,450,811,64,114,Schubert_D911-04_004.png
109,5,565,811,64,33,Schubert_D911-04_004.png
1,0,36,173,74,204,Wagner_WWV086C_163.png
2,0,241,173,74,158,Wagner_WWV086C_163.png
3,0,400,173,74,154,Wagner_WWV086C_163.png
4,1,38,298,74,160,Wagner_WWV086C_163.png
5,1,199,298,74,119,Wagner_WWV086C_163.png
6,1,319,298,74,120,Wagner_WWV086C_163.png
7,1,440,298,74,115,Wagner_WWV086C_163.png
8,2,40,423,76,158,Wagner_WWV086C_163.png
9,2,199,423,76,121,Wagner_WWV086C_163.png
10,2,321,423,76,121,Wagner_WWV086C_163.png
11,2,442,423,76,114,Wagner_WWV086C_163.png
12,3,42,547,74,156,Wagner_WWV086C_163.png
13,3,199,547,74,123,Wagner_WWV086C_163.png
14,3,323,547,74,119,Wagner_WWV086C_163.png
15,3,442,547,74,116,Wagner_WWV086C_163.png
16,4,43,672,75,152,Wagner_WWV086C_163.png
17,4,195,672,75,121,Wagner_WWV086C_163.png
18,4,318,672,75,121,Wagner_WWV086C_163.png
19,4,440,672,75,120,Wagner_WWV086C_163.png
20,0,53,63,77,181,Wagner_WWV086C_164.png
21,0,235,63,77,96,Wagner_WWV086C_164.png
22,0,332,63,77,115,Wagner_WWV086C_164.png
23,0,448,63,77,122,Wagner_WWV086C_164.png
24,1,54,185,74,155,Wagner_WWV086C_164.png
25,1,210,185,74,119,Wagner_WWV086C_164.png
26,1,330,185,74,107,Wagner_WWV086C_164.png
27,1,437,185,74,133,Wagner_WWV086C_164.png
28,2,54,305,74,188,Wagner_WWV086C_164.png
29,2,243,305,74,112,Wagner_WWV086C_164.png
30,2,356,305,74,108,Wagner_WWV086C_164.png
31,2,465,305,74,107,Wagner_WWV086C_164.png
32,3,54,424,74,137,Wagner_WWV086C_164.png
33,3,193,424,74,132,Wagner_WWV086C_164.png
34,3,326,424,74,148,Wagner_WWV086C_164.png
35,3,475,424,74,99,Wagner_WWV086C_164.png
36,4,55,544,73,171,Wagner_WWV086C_164.png
37,4,228,544,73,152,Wagner_WWV086C_164.png
38,4,381,544,73,193,Wagner_WWV086C_164.png
39,5,57,662,73,156,Wagner_WWV086C_164.png
40,5,214,662,73,226,Wagner_WWV086C_164.png
41,5,441,662,73,135,Wagner_WWV086C_164.png
42,0,36,72,67,153,Wagner_WWV086C_165.png
43,0,190,72,67,226,Wagner_WWV086C_165.png
44,0,417,72,67,133,Wagner_WWV086C_165.png
45,1,36,188,70,178,Wagner_WWV086C_165.png
46,1,215,188,70,143,Wagner_WWV086C_165.png
47,1,359,188,70,191,Wagner_WWV086C_165.png
48,2,36,308,69,168,Wagner_WWV086C_165.png
49,2,205,308,69,178,Wagner_WWV086C_165.png
50,2,384,308,69,166,Wagner_WWV086C_165.png
51,3,34,430,70,199,Wagner_WWV086C_165.png
52,3,234,430,70,154,Wagner_WWV086C_165.png
53,3,389,430,70,161,Wagner_WWV086C_165.png
54,4,34,562,71,178,Wagner_WWV086C_165.png
55,4,214,562,71,160,Wagner_WWV086C_165.png
56,4,374,562,71,174,Wagner_WWV086C_165.png
57,5,34,682,66,185,Wagner_WWV086C_165.png
58,5,220,682,66,156,Wagner_WWV086C_165.png
59,5,377,682,66,172,Wagner_WWV086C_165.png
60,0,48,122,60,128,Wagner_WWV086C_166.png
61,0,178,123,60,86,Wagner_WWV086C_166.png
62,0,265,123,60,80,Wagner_WWV086C_166.png
63,0,346,123,60,139,Wagner_WWV086C_166.png
64,0,486,123,60,33,Wagner_WWV086C_166.png
65,0,520,123,60,42,Wagner_WWV086C_166.png
66,1,49,250,62,137,Wagner_WWV086C_166.png
67,1,188,250,62,80,Wagner_WWV086C_166.png
68,1,270,250,62,34,Wagner_WWV086C_166.png
69,1,305,250,62,48,Wagner_WWV086C_166.png
70,1,355,250,62,123,Wagner_WWV086C_166.png
71,1,479,250,62,83,Wagner_WWV086C_166.png
72,2,48,353,68,131,Wagner_WWV086C_166.png
73,2,180,353,68,93,Wagner_WWV086C_166.png
74,2,274,353,68,146,Wagner_WWV086C_166.png
75,2,421,353,68,140,Wagner_WWV086C_166.png
76,3,48,468,63,177,Wagner_WWV086C_166.png
77,3,227,468,63,167,Wagner_WWV086C_166.png
78,3,395,468,63,166,Wagner_WWV086C_166.png
79,4,48,570,69,197,Wagner_WWV086C_166.png
80,4,246,570,69,161,Wagner_WWV086C_166.png
81,4,408,570,69,154,Wagner_WWV086C_166.png
82,5,48,687,59,193,Wagner_WWV086C_166.png
83,5,242,687,59,161,Wagner_WWV086C_166.png
84,5,404,687,59,158,Wagner_WWV086C_166.png
85,0,38,63,65,193,Wagner_WWV086C_167.png
86,0,233,63,65,159,Wagner_WWV086C_167.png
87,0,393,63,65,160,Wagner_WWV086C_167.png
88,1,38,176,69,208,Wagner_WWV086C_167.png
89,1,248,176,69,80,Wagner_WWV086C_167.png
90,1,329,176,69,69,Wagner_WWV086C_167.png
91,1,399,176,69,75,Wagner_WWV086C_167.png
92,1,475,176,69,78,Wagner_WWV086C_167.png
93,2,39,290,73,110,Wagner_WWV086C_167.png
94,2,150,290,73,77,Wagner_WWV086C_167.png
95,2,228,290,73,78,Wagner_WWV086C_167.png
96,2,306,290,73,72,Wagner_WWV086C_167.png
97,2,380,290,73,76,Wagner_WWV086C_167.png
98,2,457,290,73,97,Wagner_WWV086C_167.png
99,3,40,415,77,120,Wagner_WWV086C_167.png
100,3,161,415,77,106,Wagner_WWV086C_167.png
101,3,268,415,77,92,Wagner_WWV086C_167.png
102,3,361,415,77,99,Wagner_WWV086C_167.png
103,3,461,415,77,93,Wagner_WWV086C_167.png
104,4,40,546,70,127,Wagner_WWV086C_167.png
105,4,168,546,70,86,Wagner_WWV086C_167.png
106,4,255,546,70,97,Wagner_WWV086C_167.png
107,4,354,546,70,78,Wagner_WWV086C_167.png
108,4,433,546,70,122,Wagner_WWV086C_167.png
109,5,42,677,69,125,Wagner_WWV086C_167.png
110,5,168,677,69,105,Wagner_WWV086C_167.png
111,5,274,677,69,84,Wagner_WWV086C_167.png
112,5,359,677,69,87,Wagner_WWV086C_167.png
113,5,447,677,69,109,Wagner_WWV086C_167.png
114,0,52,78,65,229,Wagner_WWV086C_168.png
115,0,282,78,65,129,Wagner_WWV086C_168.png
116,0,412,78,65,155,Wagner_WWV086C_168.png
117,1,52,196,69,170,Wagner_WWV086C_168.png
118,1,223,196,69,80,Wagner_WWV086C_168.png
119,1,305,196,69,79,Wagner_WWV086C_168.png
120,1,385,196,69,70,Wagner_WWV086C_168.png
121,1,456,196,69,111,Wagner_WWV086C_168.png
122,2,51,324,67,102,Wagner_WWV086C_168.png
123,2,155,324,67,96,Wagner_WWV086C_168.png
124,2,252,324,67,49,Wagner_WWV086C_168.png
125,2,302,324,67,49,Wagner_WWV086C_168.png
126,2,353,324,67,45,Wagner_WWV086C_168.png
127,2,399,324,67,70,Wagner_WWV086C_168.png
128,2,470,324,67,47,Wagner_WWV086C_168.png
129,2,518,324,67,48,Wagner_WWV086C_168.png
130,3,52,440,64,57,Wagner_WWV086C_168.png
131,3,110,440,64,63,Wagner_WWV086C_168.png
132,3,174,440,64,44,Wagner_WWV086C_168.png
133,3,218,440,64,47,Wagner_WWV086C_168.png
134,3,267,440,64,44,Wagner_WWV086C_168.png
135,3,312,440,64,67,Wagner_WWV086C_168.png
136,3,380,440,64,90,Wagner_WWV086C_168.png
137,3,471,440,64,95,Wagner_WWV086C_168.png
138,4,51,552,83,212,Wagner_WWV086C_168.png
139,4,264,552,83,185,Wagner_WWV086C_168.png
140,4,450,552,83,51,Wagner_WWV086C_168.png
141,4,502,552,83,50,Wagner_WWV086C_168.png
142,5,51,681,69,126,Wagner_WWV086C_168.png
143,5,178,681,69,135,Wagner_WWV086C_168.png
144,5,314,681,69,115,Wagner_WWV086C_168.png
145,5,430,681,69,136,Wagner_WWV086C_168.png
146,0,31,70,69,135,Wagner_WWV086C_169.png
147,0,167,70,69,127,Wagner_WWV086C_169.png
148,0,295,70,69,128,Wagner_WWV086C_169.png
149,0,424,70,69,121,Wagner_WWV086C_169.png
150,1,32,186,72,147,Wagner_WWV086C_169.png
151,1,180,186,72,120,Wagner_WWV086C_169.png
152,1,301,186,72,135,Wagner_WWV086C_169.png
153,1,437,186,72,109,Wagner_WWV086C_169.png
154,2,32,309,70,190,Wagner_WWV086C_169.png
155,2,223,309,70,116,Wagner_WWV086C_169.png
156,2,340,309,70,114,Wagner_WWV086C_169.png
157,2,454,309,70,91,Wagner_WWV086C_169.png
158,3,32,435,73,116,Wagner_WWV086C_169.png
159,3,149,435,73,100,Wagner_WWV086C_169.png
160,3,250,435,73,96,Wagner_WWV086C_169.png
161,3,347,435,73,102,Wagner_WWV086C_169.png
162,3,450,435,73,97,Wagner_WWV086C_169.png
163,4,32,557,72,129,Wagner_WWV086C_169.png
164,4,161,557,72,86,Wagner_WWV086C_169.png
165,4,249,557,72,93,Wagner_WWV086C_169.png
166,4,343,557,72,89,Wagner_WWV086C_169.png
167,4,433,557,72,115,Wagner_WWV086C_169.png
168,5,32,679,71,133,Wagner_WWV086C_169.png
169,5,166,679,71,153,Wagner_WWV086C_169.png
170,5,320,679,71,110,Wagner_WWV086C_169.png
171,5,431,679,71,117,Wagner_WWV086C_169.png
172,0,44,78,73,136,Wagner_WWV086C_170.png
173,0,181,78,73,120,Wagner_WWV086C_170.png
174,0,302,78,73,114,Wagner_WWV086C_170.png
175,0,417,78,73,140,Wagner_WWV086C_170.png
176,1,44,204,67,84,Wagner_WWV086C_170.png
177,1,129,204,67,60,Wagner_WWV086C_170.png
178,1,190,204,67,76,Wagner_WWV086C_170.png
179,1,267,204,67,167,Wagner_WWV086C_170.png
180,1,435,204,67,123,Wagner_WWV086C_170.png
181,2,43,320,67,228,Wagner_WWV086C_170.png
182,2,272,320,67,131,Wagner_WWV086C_170.png
183,2,404,320,67,154,Wagner_WWV086C_170.png
184,3,43,432,65,199,Wagner_WWV086C_170.png
185,3,243,432,65,127,Wagner_WWV086C_170.png
186,3,371,432,65,126,Wagner_WWV086C_170.png
187,3,498,432,65,60,Wagner_WWV086C_170.png
188,4,43,552,70,78,Wagner_WWV086C_170.png
189,4,122,552,70,46,Wagner_WWV086C_170.png
190,4,169,552,70,80,Wagner_WWV086C_170.png
191,4,251,552,70,64,Wagner_WWV086C_170.png
192,4,316,552,70,77,Wagner_WWV086C_170.png
193,4,394,552,70,65,Wagner_WWV086C_170.png
194,4,460,552,70,44,Wagner_WWV086C_170.png
195,4,505,552,70,53,Wagner_WWV086C_170.png
196,5,42,681,71,64,Wagner_WWV086C_170.png
197,5,107,681,71,62,Wagner_WWV086C_170.png
198,5,173,681,71,114,Wagner_WWV086C_170.png
199,5,289,681,71,88,Wagner_WWV086C_170.png
200,5,378,681,71,83,Wagner_WWV086C_170.png
201,5,462,681,71,96,Wagner_WWV086C_170.png
202,0,37,70,73,132,Wagner_WWV086C_171.png
203,0,170,70,73,89,Wagner_WWV086C_171.png
204,0,260,70,73,94,Wagner_WWV086C_171.png
205,0,355,70,73,84,Wagner_WWV086C_171.png
206,0,440,70,73,84,Wagner_WWV086C_171.png
207,1,32,193,69,149,Wagner_WWV086C_171.png
208,1,182,193,69,144,Wagner_WWV086C_171.png
209,1,327,193,69,135,Wagner_WWV086C_171.png
210,1,463,193,69,87,Wagner_WWV086C_171.png
211,2,36,315,71,199,Wagner_WWV086C_171.png
212,2,235,315,71,158,Wagner_WWV086C_171.png
213,2,395,315,71,154,Wagner_WWV086C_171.png
214,3,36,451,66,194,Wagner_WWV086C_171.png
215,3,231,451,66,170,Wagner_WWV086C_171.png
216,3,402,451,66,147,Wagner_WWV086C_171.png
217,4,36,560,66,200,Wagner_WWV086C_171.png
218,4,240,560,66,176,Wagner_WWV086C_171.png
219,4,418,560,66,131,Wagner_WWV086C_171.png
220,5,37,674,74,104,Wagner_WWV086C_171.png
221,5,142,674,74,173,Wagner_WWV086C_171.png
222,5,316,674,74,62,Wagner_WWV086C_171.png
223,5,379,674,74,171,Wagner_WWV086C_171.png
224,0,48,70,71,126,Wagner_WWV086C_172.png
225,0,175,70,71,89,Wagner_WWV086C_172.png
226,0,265,70,71,68,Wagner_WWV086C_172.png
227,0,334,70,71,229,Wagner_WWV086C_172.png
228,1,47,188,71,112,Wagner_WWV086C_172.png
229,1,161,188,71,244,Wagner_WWV086C_172.png
230,1,406,188,71,78,Wagner_WWV086C_172.png
231,1,485,188,71,78,Wagner_WWV086C_172.png
232,2,48,310,70,109,Wagner_WWV086C_172.png
233,2,158,310,70,74,Wagner_WWV086C_172.png
234,2,233,310,70,88,Wagner_WWV086C_172.png
235,2,322,310,70,131,Wagner_WWV086C_172.png
236,2,454,310,70,109,Wagner_WWV086C_172.png
237,3,48,441,71,115,Wagner_WWV086C_172.png
238,3,164,441,71,97,Wagner_WWV086C_172.png
239,3,262,441,71,89,Wagner_WWV086C_172.png
240,3,352,441,71,74,Wagner_WWV086C_172.png
241,3,427,441,71,83,Wagner_WWV086C_172.png
242,3,511,441,71,52,Wagner_WWV086C_172.png
243,4,48,558,68,70,Wagner_WWV086C_172.png
244,4,119,558,68,68,Wagner_WWV086C_172.png
245,4,188,558,68,50,Wagner_WWV086C_172.png
246,4,239,558,68,95,Wagner_WWV086C_172.png
247,4,335,558,68,125,Wagner_WWV086C_172.png
248,4,461,558,68,102,Wagner_WWV086C_172.png
249,5,48,677,70,134,Wagner_WWV086C_172.png
250,5,183,677,70,78,Wagner_WWV086C_172.png
251,5,262,677,70,140,Wagner_WWV086C_172.png
252,5,403,677,70,160,Wagner_WWV086C_172.png
253,0,33,76,73,208,Wagner_WWV086C_173.png
254,0,242,76,73,153,Wagner_WWV086C_173.png
255,0,396,76,73,153,Wagner_WWV086C_173.png
256,1,33,201,78,194,Wagner_WWV086C_173.png
257,1,228,201,78,153,Wagner_WWV086C_173.png
258,1,382,201,78,166,Wagner_WWV086C_173.png
259,2,33,329,69,97,Wagner_WWV086C_173.png
260,2,132,329,69,106,Wagner_WWV086C_173.png
261,2,239,329,69,124,Wagner_WWV086C_173.png
262,2,364,329,69,184,Wagner_WWV086C_173.png
263,3,32,455,67,206,Wagner_WWV086C_173.png
264,3,239,455,67,232,Wagner_WWV086C_173.png
265,3,471,455,67,76,Wagner_WWV086C_173.png
266,4,33,569,67,143,Wagner_WWV086C_173.png
267,4,177,569,67,95,Wagner_WWV086C_173.png
268,4,273,569,67,190,Wagner_WWV086C_173.png
269,4,464,569,67,84,Wagner_WWV086C_173.png
270,5,33,687,66,189,Wagner_WWV086C_173.png
271,5,223,687,66,159,Wagner_WWV086C_173.png
272,5,383,687,66,166,Wagner_WWV086C_173.png
273,0,44,67,72,100,Wagner_WWV086C_174.png
274,0,145,67,72,44,Wagner_WWV086C_174.png
275,0,190,67,72,68,Wagner_WWV086C_174.png
276,0,259,67,72,73,Wagner_WWV086C_174.png
277,0,333,67,72,84,Wagner_WWV086C_174.png
278,0,418,67,72,51,Wagner_WWV086C_174.png
279,0,470,67,72,89,Wagner_WWV086C_174.png
280,1,45,190,71,80,Wagner_WWV086C_174.png
281,1,125,190,71,41,Wagner_WWV086C_174.png
282,1,168,190,71,66,Wagner_WWV086C_174.png
283,1,234,190,71,58,Wagner_WWV086C_174.png
284,1,293,190,71,59,Wagner_WWV086C_174.png
285,1,352,190,71,40,Wagner_WWV086C_174.png
286,1,393,190,71,46,Wagner_WWV086C_174.png
287,1,439,190,71,45,Wagner_WWV086C_174.png
288,1,485,190,71,74,Wagner_WWV086C_174.png
289,2,45,317,77,97,Wagner_WWV086C_174.png
290,2,144,317,77,92,Wagner_WWV086C_174.png
291,2,237,317,77,121,Wagner_WWV086C_174.png
292,2,359,317,77,138,Wagner_WWV086C_174.png
293,2,498,317,77,62,Wagner_WWV086C_174.png
294,3,44,445,78,138,Wagner_WWV086C_174.png
295,3,184,445,78,164,Wagner_WWV086C_174.png
296,3,349,445,78,62,Wagner_WWV086C_174.png
297,3,412,445,78,149,Wagner_WWV086C_174.png
298,4,45,571,67,197,Wagner_WWV086C_174.png
299,4,243,571,67,156,Wagner_WWV086C_174.png
300,4,400,571,67,161,Wagner_WWV086C_174.png
301,5,45,684,64,202,Wagner_WWV086C_174.png
302,5,248,684,64,150,Wagner_WWV086C_174.png
303,5,399,684,64,161,Wagner_WWV086C_174.png
304,0,37,93,65,174,Wagner_WWV086C_175.png
305,0,212,93,65,126,Wagner_WWV086C_175.png
306,0,339,93,65,132,Wagner_WWV086C_175.png
307,0,471,93,65,79,Wagner_WWV086C_175.png
308,1,36,213,71,62,Wagner_WWV086C_175.png
309,1,99,213,71,72,Wagner_WWV086C_175.png
310,1,172,213,71,73,Wagner_WWV086C_175.png
311,1,246,213,71,141,Wagner_WWV086C_175.png
312,1,388,213,71,161,Wagner_WWV086C_175.png
313,2,36,338,73,166,Wagner_WWV086C_175.png
314,2,203,338,73,146,Wagner_WWV086C_175.png
315,2,350,338,73,138,Wagner_WWV086C_175.png
316,2,488,338,73,62,Wagner_WWV086C_175.png
317,3,36,458,64,120,Wagner_WWV086C_175.png
318,3,157,458,64,153,Wagner_WWV086C_175.png
319,3,311,458,64,91,Wagner_WWV086C_175.png
320,3,403,458,64,74,Wagner_WWV086C_175.png
321,3,478,458,64,72,Wagner_WWV086C_175.png
322,4,35,567,65,119,Wagner_WWV086C_175.png
323,4,155,567,65,109,Wagner_WWV086C_175.png
324,4,265,567,65,101,Wagner_WWV086C_175.png
325,4,367,567,65,85,Wagner_WWV086C_175.png
326,4,453,567,65,97,Wagner_WWV086C_175.png
327,5,34,682,66,146,Wagner_WWV086C_175.png
328,5,182,682,66,64,Wagner_WWV086C_175.png
329,5,247,682,66,76,Wagner_WWV086C_175.png
330,5,323,682,66,62,Wagner_WWV086C_175.png
331,5,387,682,66,85,Wagner_WWV086C_175.png
332,5,473,682,66,77,Wagner_WWV086C_175.png
333,0,46,69,67,177,Wagner_WWV086C_176.png
334,0,224,69,67,112,Wagner_WWV086C_176.png
335,0,337,69,67,126,Wagner_WWV086C_176.png
336,0,464,69,67,99,Wagner_WWV086C_176.png
337,1,46,185,64,186,Wagner_WWV086C_176.png
338,1,233,185,64,164,Wagner_WWV086C_176.png
339,1,398,185,64,165,Wagner_WWV086C_176.png
340,2,47,301,74,184,Wagner_WWV086C_176.png
341,2,232,301,74,150,Wagner_WWV086C_176.png
342,2,383,301,74,180,Wagner_WWV086C_176.png
343,3,47,426,68,97,Wagner_WWV086C_176.png
344,3,145,426,68,62,Wagner_WWV086C_176.png
345,3,208,426,68,56,Wagner_WWV086C_176.png
346,3,265,426,68,90,Wagner_WWV086C_176.png
347,3,356,426,68,76,Wagner_WWV086C_176.png
348,3,433,426,68,130,Wagner_WWV086C_176.png
349,4,48,551,68,97,Wagner_WWV086C_176.png
350,4,146,551,68,60,Wagner_WWV086C_176.png
351,4,207,551,68,57,Wagner_WWV086C_176.png
352,4,265,551,68,72,Wagner_WWV086C_176.png
353,4,338,551,68,71,Wagner_WWV086C_176.png
354,4,410,551,68,76,Wagner_WWV086C_176.png
355,4,487,551,68,77,Wagner_WWV086C_176.png
356,5,48,667,70,108,Wagner_WWV086C_176.png
357,5,157,667,70,57,Wagner_WWV086C_176.png
358,5,215,667,70,161,Wagner_WWV086C_176.png
359,5,378,667,70,62,Wagner_WWV086C_176.png
360,5,441,667,70,123,Wagner_WWV086C_176.png
361,0,35,72,69,126,Wagner_WWV086C_177.png
362,0,163,72,69,80,Wagner_WWV086C_177.png
363,0,245,72,69,76,Wagner_WWV086C_177.png
364,0,322,72,69,85,Wagner_WWV086C_177.png
365,0,408,72,69,139,Wagner_WWV086C_177.png
366,1,33,191,69,188,Wagner_WWV086C_177.png
367,1,222,191,69,166,Wagner_WWV086C_177.png
368,1,389,191,69,157,Wagner_WWV086C_177.png
369,2,31,309,69,195,Wagner_WWV086C_177.png
370,2,229,309,69,152,Wagner_WWV086C_177.png
371,2,382,309,69,164,Wagner_WWV086C_177.png
372,3,31,429,72,182,Wagner_WWV086C_177.png
373,3,214,429,72,190,Wagner_WWV086C_177.png
374,3,405,429,72,140,Wagner_WWV086C_177.png
375,4,32,562,65,112,Wagner_WWV086C_177.png
376,4,145,562,65,125,Wagner_WWV086C_177.png
377,4,271,562,65,134,Wagner_WWV086C_177.png
378,4,406,562,65,139,Wagner_WWV086C_177.png
379,5,32,679,71,153,Wagner_WWV086C_177.png
380,5,186,679,71,97,Wagner_WWV086C_177.png
381,5,284,679,71,144,Wagner_WWV086C_177.png
382,5,429,679,71,116,Wagner_WWV086C_177.png
383,0,39,83,73,237,Wagner_WWV086C_178.png
384,0,277,83,73,183,Wagner_WWV086C_178.png
385,0,461,83,73,95,Wagner_WWV086C_178.png
386,1,40,202,75,119,Wagner_WWV086C_178.png
387,1,160,202,75,95,Wagner_WWV086C_178.png
388,1,256,202,75,93,Wagner_WWV086C_178.png
389,1,350,202,75,105,Wagner_WWV086C_178.png
390,1,456,202,75,100,Wagner_WWV086C_178.png
391,2,40,326,70,234,Wagner_WWV086C_178.png
392,2,275,326,70,161,Wagner_WWV086C_178.png
393,2,437,326,70,117,Wagner_WWV086C_178.png
394,3,40,439,65,166,Wagner_WWV086C_178.png
395,3,207,439,65,161,Wagner_WWV086C_178.png
396,3,369,439,65,188,Wagner_WWV086C_178.png
397,4,40,551,72,208,Wagner_WWV086C_178.png
398,4,249,551,72,181,Wagner_WWV086C_178.png
399,4,431,551,72,126,Wagner_WWV086C_178.png
400,5,41,673,75,106,Wagner_WWV086C_178.png
401,5,150,673,75,154,Wagner_WWV086C_178.png
402,5,306,673,75,119,Wagner_WWV086C_178.png
403,5,425,673,75,132,Wagner_WWV086C_178.png
404,0,39,87,73,131,Wagner_WWV086C_179.png
405,0,171,87,73,129,Wagner_WWV086C_179.png
406,0,301,87,73,159,Wagner_WWV086C_179.png
407,0,461,87,73,96,Wagner_WWV086C_179.png
408,1,39,205,72,171,Wagner_WWV086C_179.png
409,1,211,205,72,88,Wagner_WWV086C_179.png
410,1,300,205,72,72,Wagner_WWV086C_179.png
411,1,373,205,72,84,Wagner_WWV086C_179.png
412,1,458,205,72,99,Wagner_WWV086C_179.png
413,2,40,327,70,128,Wagner_WWV086C_179.png
414,2,169,327,70,145,Wagner_WWV086C_179.png
415,2,315,327,70,160,Wagner_WWV086C_179.png
416,2,476,327,70,80,Wagner_WWV086C_179.png
417,3,40,447,67,125,Wagner_WWV086C_179.png
418,3,166,447,67,111,Wagner_WWV086C_179.png
419,3,278,447,67,200,Wagner_WWV086C_179.png
420,3,479,447,67,78,Wagner_WWV086C_179.png
421,4,41,564,70,130,Wagner_WWV086C_179.png
422,4,172,564,70,68,Wagner_WWV086C_179.png
423,4,241,564,70,88,Wagner_WWV086C_179.png
424,4,330,564,70,80,Wagner_WWV086C_179.png
425,4,411,564,70,146,Wagner_WWV086C_179.png
426,5,41,685,70,186,Wagner_WWV086C_179.png
427,5,228,685,70,158,Wagner_WWV086C_179.png
428,5,387,685,70,170,Wagner_WWV086C_179.png
429,0,47,69,74,189,Wagner_WWV086C_180.png
430,0,237,69,74,117,Wagner_WWV086C_180.png
431,0,355,69,74,71,Wagner_WWV086C_180.png
432,0,427,69,74,137,Wagner_WWV086C_180.png
433,1,47,225,75,94,Wagner_WWV086C_180.png
434,1,142,225,75,63,Wagner_WWV086C_180.png
435,1,206,225,75,62,Wagner_WWV086C_180.png
436,1,269,225,75,61,Wagner_WWV086C_180.png
437,1,331,225,75,67,Wagner_WWV086C_180.png
438,1,399,225,75,68,Wagner_WWV086C_180.png
439,1,468,225,75,61,Wagner_WWV086C_180.png
440,2,47,408,73,212,Wagner_WWV086C_180.png
